Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-02-14,GE,Georgia,EURO,3533,265557,69,3352
2021-02-21,GE,Georgia,EURO,2798,268355,83,3435
2021-02-28,GE,Georgia,EURO,2403,270758,75,3510
2021-03-07,GE,Georgia,EURO,2093,272851,66,3576
2021-03-14,GE,Georgia,EURO,2138,274989,72,3648
2021-03-21,GE,Georgia,EURO,2491,277480,52,3700
2021-03-28,GE,Georgia,EURO,2821,280301,51,3751
2021-04-04,GE,Georgia,EURO,3532,283833,60,3811
2021-04-11,GE,Georgia,EURO,4563,288396,66,3877
2021-04-18,GE,Georgia,EURO,6962,295358,62,3939
2021-04-25,GE,Georgia,EURO,8393,303751,86,4025
2021-05-02,GE,Georgia,EURO,8694,312445,126,4151
2021-05-09,GE,Georgia,EURO,9474,321919,130,4281
2021-05-16,GE,Georgia,EURO,8456,330375,161,4442
2021-05-23,GE,Georgia,EURO,7198,337573,180,4622
2021-05-30,GE,Georgia,EURO,6030,343603,135,4757
2021-06-06,GE,Georgia,EURO,5495,349098,153,4910
2021-06-13,GE,Georgia,EURO,4867,353965,138,5048
2021-06-20,GE,Georgia,EURO,4916,358881,112,5160
2021-06-27,GE,Georgia,EURO,4641,363522,106,5266
2021-07-04,GE,Georgia,EURO,5526,369048,81,5347
2021-07-11,GE,Georgia,EURO,8104,377152,105,5452
2021-07-18,GE,Georgia,EURO,10329,387481,99,5551
2021-07-25,GE,Georgia,EURO,15278,402759,137,5688
2021-08-01,GE,Georgia,EURO,19429,422188,165,5853
2021-08-08,GE,Georgia,EURO,25725,447913,231,6084
2021-08-15,GE,Georgia,EURO,33665,481578,322,6406
2021-08-22,GE,Georgia,EURO,33166,514744,365,6771
2021-08-29,GE,Georgia,EURO,28374,543118,480,7251
2021-09-05,GE,Georgia,EURO,21719,564837,555,7806
2021-09-12,GE,Georgia,EURO,16032,580869,379,8185
2021-09-19,GE,Georgia,EURO,14395,595264,356,8541
2021-09-26,GE,Georgia,EURO,11228,606492,276,8817
2021-10-03,GE,Georgia,EURO,11261,617753,221,9038
2021-10-10,GE,Georgia,EURO,16300,634053,208,9246
2021-10-17,GE,Georgia,EURO,28281,662334,222,9468
2021-10-24,GE,Georgia,EURO,29906,692240,274,9742
2021-10-31,GE,Georgia,EURO,27007,719247,303,10045
2021-11-07,GE,Georgia,EURO,33608,752855,390,10435
2021-11-14,GE,Georgia,EURO,31236,784091,540,10975
2021-11-21,GE,Georgia,EURO,28155,812246,523,11498
2021-11-28,GE,Georgia,EURO,26393,838639,429,11927
2021-12-05,GE,Georgia,EURO,26654,865293,417,12344
2021-12-12,GE,Georgia,EURO,23993,889286,387,12731
2021-12-19,GE,Georgia,EURO,19874,909160,340,13071
2021-12-26,GE,Georgia,EURO,15208,924368,441,13512
2022-01-02,GE,Georgia,EURO,13272,937640,373,13885
2022-01-09,GE,Georgia,EURO,22234,959874,252,14137
2022-01-16,GE,Georgia,EURO,35813,995687,262,14399
2022-01-23,GE,Georgia,EURO,55758,1051445,252,14651
2022-01-30,GE,Georgia,EURO,111328,1162773,244,14895
2022-02-06,GE,Georgia,EURO,151830,1314603,267,15162
2022-02-13,GE,Georgia,EURO,139462,1454065,344,15506
2022-02-20,GE,Georgia,EURO,94828,1548893,300,15806
2022-02-27,GE,Georgia,EURO,54114,1603007,282,16088
